,leaderboardId,songId,cover,fullCover,name,subName,author,mapper,bpm,duration,stars,passRating,accRating,techRating,modifiersRating,difficultyName,type,starsMod,passRatingMod,accRatingMod,techRatingMod
2409,1a50431,1a504,https://eu.cdn.beatsaver.com/e42bcdf50ea1f961cb8cefe502e82806866f6479.jpg,https://cdn.assets.beatleader.xyz/songcover-1a504-cover.jpg,Quasar Dreams,,Fvrwvrd,ComplexFrequency & Fvrwvrd,310.0,217,6.317518,4.620039,8.013104,3.7555134,"{'id': 7042, 'ssPredictedAcc': 0.9831234, 'ssPassRating': 3.7161667, 'ssAccRating': 7.4236717, 'ssTechRating': 3.2195797, 'ssStars': 5.5248084, 'fsPredictedAcc': 0.97898316, 'fsPassRating': 5.82493, 'fsAccRating': 8.876164, 'fsTechRating': 3.876147, 'fsStars': 7.3921046, 'sfPredictedAcc': 0.9748339, 'sfPassRating': 7.9211535, 'sfAccRating': 10.192091, 'sfTechRating': 4.162637, 'sfStars': 9.225936, 'bfsPredictedAcc': 0.9793931, 'bfsPassRating': 5.7658324, 'bfsAccRating': 8.695367, 'bfsTechRating': 3.8874865, 'bfsStars': 7.2271776, 'bsfPredictedAcc': 0.97619873, 'bsfPassRating': 7.5302134, 'bsfAccRating': 9.765527, 'bsfTechRating': 4.1795516, 'bsfStars': 8.729517}",Normal,Midspeed,6.317518,4.620039,8.013104,3.7555134
2411,1a50451,1a504,https://eu.cdn.beatsaver.com/e42bcdf50ea1f961cb8cefe502e82806866f6479.jpg,https://cdn.assets.beatleader.xyz/songcover-1a504-cover.jpg,Quasar Dreams,,Fvrwvrd,ComplexFrequency & Fvrwvrd,310.0,217,9.378574,7.809046,10.387323,4.298576,"{'id': 7043, 'ssPredictedAcc': 0.97818935, 'ssPassRating': 6.4752283, 'ssAccRating': 9.500077, 'ssTechRating': 3.9159753, 'ssStars': 8.120791, 'fsPredictedAcc': 0.9713536, 'fsPassRating': 9.56091, 'fsAccRating': 11.555405, 'fsTechRating': 4.238807, 'fsStars': 11.02923, 'sfPredictedAcc': 0.964219, 'sfPassRating': 13.440266, 'sfAccRating': 13.059541, 'sfTechRating': 4.3415623, 'sfStars': 14.021494, 'bfsPredictedAcc': 0.9722296, 'bfsPassRating': 9.731697, 'bfsAccRating': 10.913597, 'bfsTechRating': 4.379535, 'bfsStars': 10.53857, 'bsfPredictedAcc': 0.9671611, 'bsfPassRating': 12.719064, 'bsfAccRating': 12.051799, 'bsfTechRating': 4.6181283, 'bsfStars': 12.803657}",Hard,Midspeed,9.378574,7.809046,10.387323,4.298576
2413,1a50471,1a504,https://eu.cdn.beatsaver.com/e42bcdf50ea1f961cb8cefe502e82806866f6479.jpg,https://cdn.assets.beatleader.xyz/songcover-1a504-cover.jpg,Quasar Dreams,,Fvrwvrd,ComplexFrequency & Fvrwvrd,310.0,217,10.956182,11.0079365,10.979701,3.6024737,"{'id': 7044, 'ssPredictedAcc': 0.97512424, 'ssPassRating': 9.235027, 'ssAccRating': 10.113878, 'ssTechRating': 3.337121, 'ssStars': 9.486126, 'fsPredictedAcc': 0.9671651, 'fsPassRating': 13.321235, 'fsAccRating': 12.0511055, 'fsTechRating': 3.4538407, 'fsStars': 12.864855, 'sfPredictedAcc': 0.9589592, 'sfPassRating': 19.302494, 'sfAccRating': 13.437226, 'sfTechRating': 3.480794, 'sfStars': 17.146687, 'bfsPredictedAcc': 0.9683444, 'bfsPassRating': 13.640402, 'bfsAccRating': 11.82175, 'bfsTechRating': 3.613673, 'bfsStars': 12.815766, 'bsfPredictedAcc': 0.9629178, 'bsfPassRating': 17.675629, 'bsfAccRating': 12.830421, 'bsfTechRating': 3.7593093, 'bsfStars': 15.725885}",Expert,Speed,10.956182,11.0079365,10.979701,3.6024737
2416,1a50491,1a504,https://eu.cdn.beatsaver.com/e42bcdf50ea1f961cb8cefe502e82806866f6479.jpg,https://cdn.assets.beatleader.xyz/songcover-1a504-cover.jpg,Quasar Dreams,,Fvrwvrd,ComplexFrequency & Fvrwvrd,310.0,217,11.487167,11.835286,11.088813,4.245723,"{'id': 7045, 'ssPredictedAcc': 0.9729316, 'ssPassRating': 9.939544, 'ssAccRating': 10.213386, 'ssTechRating': 3.975613, 'ssStars': 9.92897, 'fsPredictedAcc': 0.9631533, 'fsPassRating': 14.310222, 'fsAccRating': 12.162165, 'fsTechRating': 4.0876007, 'fsStars': 13.513371, 'sfPredictedAcc': 0.9527021, 'sfPassRating': 20.914526, 'sfAccRating': 13.641151, 'sfTechRating': 4.111225, 'sfStars': 18.386272, 'bfsPredictedAcc': 0.964491, 'bfsPassRating': 14.4269905, 'bfsAccRating': 12.530284, 'bfsTechRating': 4.288985, 'bfsStars': 13.950536, 'bsfPredictedAcc': 0.9573432, 'bsfPassRating': 18.683598, 'bsfAccRating': 13.685294, 'bsfTechRating': 4.4542713, 'bsfStars': 17.231085}",ExpertPlus,Speed,11.487167,11.835286,11.088813,4.245723
2418,9ae391,9ae3,https://eu.cdn.beatsaver.com/e5be675e27ab90d726f5f72c48e8490dfcd51fc9.jpg,https://cdn.assets.beatleader.xyz/songcover-9ae3-cover.jpg,"Quaoar (For ""Thanks Follower 50k"")",,Camellia,Checkthepan,174.0,279,9.572981,6.20749,11.17574,4.5666423,"{'id': 8678, 'ssPredictedAcc': 0.97521925, 'ssPassRating': 5.0518494, 'ssAccRating': 10.344242, 'ssTechRating': 4.070351, 'ssStars': 8.410427, 'fsPredictedAcc': 0.9678201, 'fsPassRating': 7.728808, 'fsAccRating': 12.24074, 'fsTechRating': 4.6106424, 'fsStars': 11.0449505, 'sfPredictedAcc': 0.9601291, 'sfPassRating': 10.737444, 'sfAccRating': 13.589805, 'sfTechRating': 4.8055787, 'sfStars': 13.461888, 'bfsPredictedAcc': 0.968741, 'bfsPassRating': 7.8835487, 'bfsAccRating': 11.7351885, 'bfsTechRating': 4.7800303, 'bfsStars': 10.671839, 'bsfPredictedAcc': 0.9632213, 'bsfPassRating': 10.478907, 'bsfAccRating': 12.771399, 'bsfTechRating': 5.149665, 'bsfStars': 12.648128}",ExpertPlus,Midspeed,9.572981,6.20749,11.17574,4.5666423
2419,138f251,138f2,https://eu.cdn.beatsaver.com/b4b6cad8a29458fa9fbba1394790cd1387e0dc87.jpg,https://cdn.assets.beatleader.xyz/songcover-138f2-cover.jpg,Quaerite Veritatis,,Laur,Rusty & Nolanimations,220.0,158,3.950002,2.2925744,5.8874836,2.837799,"{'id': 6457, 'ssPredictedAcc': 0.98864394, 'ssPassRating': 1.796819, 'ssAccRating': 5.4251084, 'ssTechRating': 2.2419145, 'ssStars': 3.4207754, 'fsPredictedAcc': 0.98565125, 'fsPassRating': 2.9787815, 'fsAccRating': 6.575352, 'fsTechRating': 3.1277251, 'fsStars': 4.6699705, 'sfPredictedAcc': 0.98259085, 'sfPassRating': 4.0671153, 'sfAccRating': 7.6602297, 'sfTechRating': 3.670137, 'sfStars': 5.869483, 'bfsPredictedAcc': 0.9861154, 'bfsPassRating': 2.8874438, 'bfsAccRating': 6.1665435, 'bfsTechRating': 2.2330227, 'bfsStars': 4.228322, 'bsfPredictedAcc': 0.98392147, 'bsfPassRating': 3.9652746, 'bsfAccRating': 7.010058, 'bsfTechRating': 2.6638513, 'bsfStars': 5.200748}",Hard,Accuracy,3.950002,2.2925744,5.8874836,2.837799
2420,138f271,138f2,https://eu.cdn.beatsaver.com/b4b6cad8a29458fa9fbba1394790cd1387e0dc87.jpg,https://cdn.assets.beatleader.xyz/songcover-138f2-cover.jpg,Quaerite Veritatis,,Laur,Rusty & Nolanimations,220.0,158,6.635295,3.4290323,8.809119,3.9364958,"{'id': 6458, 'ssPredictedAcc': 0.9813425, 'ssPassRating': 2.706789, 'ssAccRating': 8.055939, 'ssTechRating': 3.2636964, 'ssStars': 5.737783, 'fsPredictedAcc': 0.9759194, 'fsPassRating': 4.4149666, 'fsAccRating': 9.8573, 'fsTechRating': 4.223687, 'fsStars': 7.8283567, 'sfPredictedAcc': 0.97048414, 'sfPassRating': 5.952293, 'sfAccRating': 11.357857, 'sfTechRating': 4.711042, 'sfStars': 9.671519, 'bfsPredictedAcc': 0.97660434, 'bfsPassRating': 4.415823, 'bfsAccRating': 9.635266, 'bfsTechRating': 4.0453835, 'bfsStars': 7.6171694, 'bsfPredictedAcc': 0.9726654, 'bsfPassRating': 6.080148, 'bsfAccRating': 10.808051, 'bsfTechRating': 4.6557717, 'bsfStars': 9.225238}",Expert,Midspeed,6.635295,3.4290323,8.809119,3.9364958
2421,138f291,138f2,https://eu.cdn.beatsaver.com/b4b6cad8a29458fa9fbba1394790cd1387e0dc87.jpg,https://cdn.assets.beatleader.xyz/songcover-138f2-cover.jpg,Quaerite Veritatis,,Laur,Rusty & Nolanimations,220.0,158,9.106292,8.563406,9.8987465,3.609957,"{'id': 6459, 'ssPredictedAcc': 0.9801551, 'ssPassRating': 7.125044, 'ssAccRating': 8.900174, 'ssTechRating': 3.2884529, 'ssStars': 7.7313967, 'fsPredictedAcc': 0.9727765, 'fsPassRating': 10.450607, 'fsAccRating': 11.29106, 'fsTechRating': 3.510017, 'fsStars': 11.007533, 'sfPredictedAcc': 0.9649299, 'sfPassRating': 14.816195, 'sfAccRating': 13.037447, 'sfTechRating': 3.5754108, 'sfStars': 14.492574, 'bfsPredictedAcc': 0.9736861, 'bfsPassRating': 10.827765, 'bfsAccRating': 10.513508, 'bfsTechRating': 3.6590998, 'bfsStars': 10.477555, 'bsfPredictedAcc': 0.96795607, 'bsfPassRating': 14.141363, 'bsfAccRating': 11.907755, 'bsfTechRating': 3.8464062, 'bsfStars': 13.156608}",ExpertPlus,Midspeed,9.106292,8.563406,9.8987465,3.609957
2425,28437xxxx51,28437,https://eu.cdn.beatsaver.com/9e35c1ae5717f7b4971b40e2f220106d7bc6887a.jpg,https://cdn.assets.beatleader.xyz/songcover-28437xxxx-Screenshot_21.png,Qrestfall,,Kara & Kyutatsuki,unluckyL & Aquaflee,234.0,178,5.890183,5.5080595,7.26818,3.072653,"{'id': 8023, 'ssPredictedAcc': 0.9851302, 'ssPassRating': 4.502256, 'ssAccRating': 6.6812267, 'ssTechRating': 2.6703475, 'ssStars': 5.099824, 'fsPredictedAcc': 0.9810912, 'fsPassRating': 6.837907, 'fsAccRating': 8.148365, 'fsTechRating': 3.0798898, 'fsStars': 6.9914403, 'sfPredictedAcc': 0.97712606, 'sfPassRating': 9.3434925, 'sfAccRating': 9.472718, 'sfTechRating': 3.245761, 'sfStars': 8.954539, 'bfsPredictedAcc': 0.9816109, 'bfsPassRating': 6.7055655, 'bfsAccRating': 7.8869276, 'bfsTechRating': 3.069712, 'bfsStars': 6.7374496, 'bsfPredictedAcc': 0.9786992, 'bsfPassRating': 8.686288, 'bsfAccRating': 8.936943, 'bsfTechRating': 3.261309, 'bsfStars': 8.272461}",Hard,Midspeed,5.890183,5.5080595,7.26818,3.072653
2427,28437xxxx71,28437,https://eu.cdn.beatsaver.com/9e35c1ae5717f7b4971b40e2f220106d7bc6887a.jpg,https://cdn.assets.beatleader.xyz/songcover-28437xxxx-Screenshot_21.png,Qrestfall,,Kara & Kyutatsuki,unluckyL & Aquaflee,234.0,178,7.777736,7.1764765,8.898208,3.4986846,"{'id': 8024, 'ssPredictedAcc': 0.9812621, 'ssPassRating': 5.9128036, 'ssAccRating': 8.0852785, 'ssTechRating': 3.133063, 'ssStars': 6.666039, 'fsPredictedAcc': 0.9754639, 'fsPassRating': 8.829396, 'fsAccRating': 10.010722, 'fsTechRating': 3.4433973, 'fsStars': 9.26984, 'sfPredictedAcc': 0.96973896, 'sfPassRating': 12.3263035, 'sfAccRating': 11.522865, 'sfTechRating': 3.5470095, 'sfStars': 11.969774, 'bfsPredictedAcc': 0.9761604, 'bfsPassRating': 8.821838, 'bfsAccRating': 9.778028, 'bfsTechRating': 3.461431, 'bfsStars': 9.0685625, 'bsfPredictedAcc': 0.9719976, 'bsfPassRating': 11.555004, 'bsfAccRating': 10.9706335, 'bsfTechRating': 3.6688845, 'bsfStars': 11.173418}",Expert,Midspeed,7.777736,7.1764765,8.898208,3.4986846
2428,28437xxxx91,28437,https://eu.cdn.beatsaver.com/9e35c1ae5717f7b4971b40e2f220106d7bc6887a.jpg,https://cdn.assets.beatleader.xyz/songcover-28437xxxx-Screenshot_21.png,Qrestfall,,Kara & Kyutatsuki,unluckyL & Aquaflee,234.0,178,10.729887,8.972917,11.166241,5.8889565,"{'id': 8025, 'ssPredictedAcc': 0.97425634, 'ssPassRating': 7.422175, 'ssAccRating': 10.351334, 'ssTechRating': 5.488763, 'ssStars': 9.402499, 'fsPredictedAcc': 0.96651196, 'fsPassRating': 10.993805, 'fsAccRating': 12.164729, 'fsTechRating': 5.833011, 'fsStars': 12.402559, 'sfPredictedAcc': 0.9584155, 'sfPassRating': 15.714173, 'sfAccRating': 13.524178, 'sfTechRating': 5.9274206, 'sfStars': 15.804698, 'bfsPredictedAcc': 0.9674248, 'bfsPassRating': 10.863444, 'bfsAccRating': 12.00652, 'bfsTechRating': 5.96247, 'bfsStars': 12.225674, 'bsfPredictedAcc': 0.96162665, 'bsfPassRating': 14.195, 'bsfAccRating': 13.026358, 'bsfTechRating': 6.2515225, 'bsfStars': 14.6591835}",ExpertPlus,Midspeed,10.729887,8.972917,11.166241,5.8889565
2432,12af011,12af0,https://eu.cdn.beatsaver.com/750f50be79cbfb01ecde329e80fd4cff075e3150.jpg,https://cdn.assets.beatleader.xyz/songcover-12af0-cover.jpg,PYRO,,Chester Young and Castion,Checkthepan & Teuflum,126.0,146,4.2463536,2.1501653,6.2905326,3.1814697,"{'id': 6303, 'ssPredictedAcc': 0.98703635, 'ssPassRating': 1.678868, 'ssAccRating': 5.944531, 'ssTechRating': 2.5085685, 'ssStars': 3.7853315, 'fsPredictedAcc': 0.98432904, 'fsPassRating': 2.8071494, 'fsAccRating': 6.958685, 'fsTechRating': 3.552257, 'fsStars': 4.9666033, 'sfPredictedAcc': 0.98173136, 'sfPassRating': 3.8581731, 'sfAccRating': 7.843004, 'sfTechRating': 4.209098, 'sfStars': 6.0295115, 'bfsPredictedAcc': 0.9845399, 'bfsPassRating': 2.7868736, 'bfsAccRating': 6.7781153, 'bfsTechRating': 3.5667691, 'bfsStars': 4.8277874, 'bsfPredictedAcc': 0.9823432, 'bsfPassRating': 3.7964885, 'bsfAccRating': 7.6273017, 'bsfTechRating': 4.2277923, 'bsfStars': 5.845788}",Easy,Accuracy,4.2463536,2.1501653,6.2905326,3.1814697
2433,12af031,12af0,https://eu.cdn.beatsaver.com/750f50be79cbfb01ecde329e80fd4cff075e3150.jpg,https://cdn.assets.beatleader.xyz/songcover-12af0-cover.jpg,PYRO,,Chester Young and Castion,Checkthepan & Teuflum,126.0,146,4.6474514,2.9086084,6.671799,2.5639021,"{'id': 6304, 'ssPredictedAcc': 0.98659056, 'ssPassRating': 2.2983994, 'ssAccRating': 6.1053143, 'ssTechRating': 2.06186, 'ssStars': 4.007387, 'fsPredictedAcc': 0.9828461, 'fsPassRating': 3.742313, 'fsAccRating': 7.53977, 'fsTechRating': 2.7417526, 'fsStars': 5.555299, 'sfPredictedAcc': 0.9791799, 'sfPassRating': 5.0460544, 'sfAccRating': 8.768182, 'sfTechRating': 3.11821, 'sfStars': 6.957, 'bfsPredictedAcc': 0.9833334, 'bfsPassRating': 3.7147295, 'bfsAccRating': 7.2458277, 'bfsTechRating': 2.7217238, 'bfsStars': 5.319338, 'bsfPredictedAcc': 0.9805668, 'bsfPassRating': 4.9692416, 'bsfAccRating': 8.289195, 'bsfTechRating': 3.0981047, 'bsfStars': 6.545027}",Normal,Accuracy,4.6474514,2.9086084,6.671799,2.5639021
2434,12af051,12af0,https://eu.cdn.beatsaver.com/750f50be79cbfb01ecde329e80fd4cff075e3150.jpg,https://cdn.assets.beatleader.xyz/songcover-12af0-cover.jpg,PYRO,,Chester Young and Castion,Checkthepan & Teuflum,126.0,146,6.6763263,3.872701,8.734632,3.744371,"{'id': 6305, 'ssPredictedAcc': 0.98154926, 'ssPassRating': 3.0781116, 'ssAccRating': 7.9814796, 'ssTechRating': 3.1417766, 'ssStars': 5.767486, 'fsPredictedAcc': 0.97632754, 'fsPassRating': 4.9473968, 'fsAccRating': 9.728993, 'fsTechRating': 3.9489832, 'fsStars': 7.8418837, 'sfPredictedAcc': 0.97159934, 'sfPassRating': 6.6979365, 'sfAccRating': 11.069948, 'sfTechRating': 4.334405, 'sfStars': 9.605942, 'bfsPredictedAcc': 0.9769117, 'bfsPassRating': 4.842152, 'bfsAccRating': 9.538826, 'bfsTechRating': 3.9142098, 'bfsStars': 7.646314, 'bsfPredictedAcc': 0.973341, 'bsfPassRating': 6.5752516, 'bsfAccRating': 10.614155, 'bsfTechRating': 4.4141593, 'bsfStars': 9.181116}",Hard,Midspeed,6.6763263,3.872701,8.734632,3.744371
2436,12af071,12af0,https://eu.cdn.beatsaver.com/750f50be79cbfb01ecde329e80fd4cff075e3150.jpg,https://cdn.assets.beatleader.xyz/songcover-12af0-cover.jpg,PYRO,,Chester Young and Castion,Checkthepan & Teuflum,126.0,146,8.93975,4.290696,11.231491,4.122047,"{'id': 6306, 'ssPredictedAcc': 0.9765889, 'ssPassRating': 3.4367363, 'ssAccRating': 10.38744, 'ssTechRating': 3.5180588, 'ssStars': 7.8698206, 'fsPredictedAcc': 0.9701684, 'fsPassRating': 5.435805, 'fsAccRating': 12.309189, 'fsTechRating': 4.308821, 'fsStars': 10.278161, 'sfPredictedAcc': 0.96416503, 'sfPassRating': 7.38027, 'sfAccRating': 13.555268, 'sfTechRating': 4.6692104, 'sfStars': 12.131845, 'bfsPredictedAcc': 0.9709621, 'bfsPassRating': 5.517075, 'bfsAccRating': 11.232648, 'bfsTechRating': 4.41239, 'bfsStars': 9.374064, 'bsfPredictedAcc': 0.9665204, 'bsfPassRating': 7.470377, 'bsfAccRating': 12.163241, 'bsfTechRating': 4.9357452, 'bsfStars': 10.936983}",Expert,Midspeed,8.93975,4.290696,11.231491,4.122047
2437,12af091,12af0,https://eu.cdn.beatsaver.com/750f50be79cbfb01ecde329e80fd4cff075e3150.jpg,https://cdn.assets.beatleader.xyz/songcover-12af0-cover.jpg,PYRO,,Chester Young and Castion,Checkthepan & Teuflum,126.0,146,9.579695,8.047579,10.496716,4.4511013,"{'id': 6307, 'ssPredictedAcc': 0.9766934, 'ssPassRating': 6.6552186, 'ssAccRating': 9.617057, 'ssTechRating': 4.0670376, 'ssStars': 8.299989, 'fsPredictedAcc': 0.9691453, 'fsPassRating': 9.866707, 'fsAccRating': 11.6482315, 'fsTechRating': 4.3873878, 'fsStars': 11.252086, 'sfPredictedAcc': 0.9610672, 'sfPassRating': 13.925188, 'sfAccRating': 13.110431, 'sfTechRating': 4.4848146, 'sfStars': 14.311631, 'bfsPredictedAcc': 0.97010785, 'bfsPassRating': 9.955806, 'bfsAccRating': 11.446318, 'bfsTechRating': 4.4500957, 'bfsStars': 11.112932, 'bsfPredictedAcc': 0.9643113, 'bsfPassRating': 13.031319, 'bsfAccRating': 12.56385, 'bsfTechRating': 4.694236, 'bsfStars': 13.431783}",ExpertPlus,Midspeed,9.579695,8.047579,10.496716,4.4511013
2440,11b4911,11b49,https://eu.cdn.beatsaver.com/09f8bee6908e3a9cd724b3db3162a5c381ecb156.jpg,https://cdn.assets.beatleader.xyz/songcover-11b49-cover.jpg,Purple People Eater,,Pegboard Nerds,FatBeanzoop & ExUnReal,160.0,262,2.6477122,0.50698376,5.0711474,0.8176232,"{'id': 6200, 'ssPredictedAcc': 0.9908821, 'ssPassRating': 0.37971926, 'ssAccRating': 4.8247905, 'ssTechRating': 0.5548887, 'ssStars': 2.4148247, 'fsPredictedAcc': 0.98952127, 'fsPassRating': 0.6964521, 'fsAccRating': 5.3469143, 'fsTechRating': 0.96647495, 'fsStars': 2.907238, 'sfPredictedAcc': 0.98836446, 'sfPassRating': 1.0239254, 'sfAccRating': 5.6551385, 'sfTechRating': 1.3393466, 'sfStars': 3.2571127, 'bfsPredictedAcc': 0.9898091, 'bfsPassRating': 0.6901914, 'bfsAccRating': 4.7850375, 'bfsTechRating': 0.9663978, 'bfsStars': 2.5378428, 'bsfPredictedAcc': 0.9891251, 'bsfPassRating': 1.0060381, 'bsfAccRating': 5.022197, 'bsfTechRating': 1.3391211, 'bsfStars': 2.8273273}",Easy,Accuracy,2.6477122,0.50698376,5.0711474,0.8176232
2441,11b4931,11b49,https://eu.cdn.beatsaver.com/09f8bee6908e3a9cd724b3db3162a5c381ecb156.jpg,https://cdn.assets.beatleader.xyz/songcover-11b49-cover.jpg,Purple People Eater,,Pegboard Nerds,FatBeanzoop & ExUnReal,160.0,262,3.456022,1.4888221,5.6526546,1.9191324,"{'id': 6201, 'ssPredictedAcc': 0.9889461, 'ssPassRating': 1.1446671, 'ssAccRating': 5.228665, 'ssTechRating': 1.433133, 'ssStars': 3.0142725, 'fsPredictedAcc': 0.9864475, 'fsPassRating': 1.9792113, 'fsAccRating': 6.1588097, 'fsTechRating': 2.1799126, 'fsStars': 3.9761434, 'sfPredictedAcc': 0.98440593, 'sfPassRating': 2.78196, 'sfAccRating': 6.827046, 'sfTechRating': 2.7120435, 'sfStars': 4.748325, 'bfsPredictedAcc': 0.9867824, 'bfsPassRating': 1.9277395, 'bfsAccRating': 5.909236, 'bfsTechRating': 2.1320138, 'bfsStars': 3.7791898, 'bsfPredictedAcc': 0.98530674, 'bsfPassRating': 2.688832, 'bsfAccRating': 6.510216, 'bsfTechRating': 2.6596344, 'bsfStars': 4.482253}",Normal,Accuracy,3.456022,1.4888221,5.6526546,1.9191324
2442,11b4951,11b49,https://eu.cdn.beatsaver.com/09f8bee6908e3a9cd724b3db3162a5c381ecb156.jpg,https://cdn.assets.beatleader.xyz/songcover-11b49-cover.jpg,Purple People Eater,,Pegboard Nerds,FatBeanzoop & ExUnReal,160.0,262,5.122688,2.0505488,7.609038,2.6310518,"{'id': 6202, 'ssPredictedAcc': 0.9842711, 'ssPassRating': 1.5870091, 'ssAccRating': 6.9796658, 'ssTechRating': 2.038058, 'ssStars': 4.443636, 'fsPredictedAcc': 0.9802336, 'fsPassRating': 2.7030609, 'fsAccRating': 8.474364, 'fsTechRating': 2.9421785, 'fsStars': 6.0184355, 'sfPredictedAcc': 0.9763796, 'sfPassRating': 3.754851, 'sfAccRating': 9.707013, 'sfTechRating': 3.519428, 'sfStars': 7.400601, 'bfsPredictedAcc': 0.98074096, 'bfsPassRating': 2.6453805, 'bfsAccRating': 8.2192545, 'bfsTechRating': 2.903301, 'bfsStars': 5.796997, 'bsfPredictedAcc': 0.97789854, 'bsfPassRating': 3.6916494, 'bsfAccRating': 9.232918, 'bsfTechRating': 3.5250688, 'bsfStars': 6.994642}",Hard,Midspeed,5.122688,2.0505488,7.609038,2.6310518
2443,11b4971,11b49,https://eu.cdn.beatsaver.com/09f8bee6908e3a9cd724b3db3162a5c381ecb156.jpg,https://cdn.assets.beatleader.xyz/songcover-11b49-cover.jpg,Purple People Eater,,Pegboard Nerds,FatBeanzoop & ExUnReal,160.0,262,7.063715,4.3977246,8.99325,3.9095795,"{'id': 6203, 'ssPredictedAcc': 0.9805434, 'ssPassRating': 3.5339477, 'ssAccRating': 8.277794, 'ssTechRating': 3.3417945, 'ssStars': 6.1569395, 'fsPredictedAcc': 0.9750502, 'fsPassRating': 5.5521784, 'fsAccRating': 10.036983, 'fsTechRating': 4.0629826, 'fsStars': 8.305022, 'sfPredictedAcc': 0.9693, 'sfPassRating': 7.520633, 'sfAccRating': 11.50444, 'sfTechRating': 4.3879023, 'sfStars': 10.276396, 'bfsPredictedAcc': 0.97583836, 'bfsPassRating': 5.517804, 'bfsAccRating': 9.884255, 'bfsTechRating': 4.117077, 'bfsStars': 8.173508, 'bsfPredictedAcc': 0.97180706, 'bsfPassRating': 7.4402514, 'bsfAccRating': 11.017925, 'bsfTechRating': 4.591358, 'bsfStars': 9.850865}",Expert,Midspeed,7.063715,4.3977246,8.99325,3.9095795
2447,11b4991,11b49,https://eu.cdn.beatsaver.com/09f8bee6908e3a9cd724b3db3162a5c381ecb156.jpg,https://cdn.assets.beatleader.xyz/songcover-11b49-cover.jpg,Purple People Eater,,Pegboard Nerds,FatBeanzoop & ExUnReal,160.0,262,8.522834,5.688482,10.050235,5.135018,"{'id': 6204, 'ssPredictedAcc': 0.9779409, 'ssPassRating': 4.607228, 'ssAccRating': 9.2420845, 'ssTechRating': 4.5570583, 'ssStars': 7.4256496, 'fsPredictedAcc': 0.9712803, 'fsPassRating': 7.1203475, 'fsAccRating': 11.150818, 'fsTechRating': 5.2575974, 'fsStars': 9.964832, 'sfPredictedAcc': 0.9641353, 'sfPassRating': 9.853712, 'sfAccRating': 12.5969095, 'sfTechRating': 5.5251703, 'sfStars': 12.304954, 'bfsPredictedAcc': 0.9721977, 'bfsPassRating': 7.1279798, 'bfsAccRating': 10.921404, 'bfsTechRating': 5.381453, 'bfsStars': 9.785005, 'bsfPredictedAcc': 0.9671617, 'bsfPassRating': 9.529368, 'bsfAccRating': 12.051695, 'bsfTechRating': 5.845496, 'bsfStars': 11.732051}",ExpertPlus,Midspeed,8.522834,5.688482,10.050235,5.135018
2454,1905931,19059,https://eu.cdn.beatsaver.com/84effc8f967f9baedb1c1f17910d47274c175173.jpg,https://cdn.assets.beatleader.xyz/songcover-19059-cover.jpg,Puppet Theater of Twee-Box,(feat. Hatsune Miku),sasakure.UK,harbgy & Narwhal,170.0,240,3.909323,2.2312403,5.960108,2.242341,"{'id': 6857, 'ssPredictedAcc': 0.9882319, 'ssPassRating': 1.7314286, 'ssAccRating': 5.5057063, 'ssTechRating': 1.7378324, 'ssStars': 3.3966913, 'fsPredictedAcc': 0.9851474, 'fsPassRating': 2.931803, 'fsAccRating': 6.6755095, 'fsTechRating': 2.468188, 'fsStars': 4.643672, 'sfPredictedAcc': 0.9822439, 'sfPassRating': 4.055513, 'sfAccRating': 7.6615005, 'sfTechRating': 2.9193015, 'sfStars': 5.7619166, 'bfsPredictedAcc': 0.98539734, 'bfsPassRating': 2.8995936, 'bfsAccRating': 6.4698186, 'bfsTechRating': 2.45877, 'bfsStars': 4.482243, 'bsfPredictedAcc': 0.98301953, 'bsfPassRating': 3.9789402, 'bsfAccRating': 7.3782754, 'bsfTechRating': 2.911791, 'bsfStars': 5.5202656}",Normal,Accuracy,3.909323,2.2312403,5.960108,2.242341
2457,1905951,19059,https://eu.cdn.beatsaver.com/84effc8f967f9baedb1c1f17910d47274c175173.jpg,https://cdn.assets.beatleader.xyz/songcover-19059-cover.jpg,Puppet Theater of Twee-Box,(feat. Hatsune Miku),sasakure.UK,harbgy & Narwhal,170.0,240,6.2157865,5.270423,7.7391105,3.2430177,"{'id': 6858, 'ssPredictedAcc': 0.98421794, 'ssPassRating': 4.270146, 'ssAccRating': 6.999034, 'ssTechRating': 2.8036666, 'ssStars': 5.295446, 'fsPredictedAcc': 0.979221, 'fsPassRating': 6.5931287, 'fsAccRating': 8.796773, 'fsTechRating': 3.2777724, 'fsStars': 7.4757657, 'sfPredictedAcc': 0.97406787, 'sfPassRating': 9.023906, 'sfAccRating': 10.404379, 'sfTechRating': 3.469756, 'sfStars': 9.685982, 'bfsPredictedAcc': 0.97968334, 'bfsPassRating': 6.500894, 'bfsAccRating': 8.5981455, 'bfsTechRating': 3.2581341, 'bfsStars': 7.28056, 'bsfPredictedAcc': 0.97564745, 'bsfPassRating': 8.5222025, 'bsfAccRating': 9.948342, 'bsfTechRating': 3.4969933, 'bsfStars': 9.117356}",Hard,Midspeed,6.2157865,5.270423,7.7391105,3.2430177
