,leaderboardId,songId,cover,fullCover,name,subName,author,mapper,bpm,duration,stars,passRating,accRating,techRating,modifiersRating,difficultyName,type,starsMod,passRatingMod,accRatingMod,techRatingMod
4042,1ae1291,1ae12,https://eu.cdn.beatsaver.com/2f114018abd0e2fabb43541a6e32bf6ef82de0c0.jpg,https://cdn.assets.beatleader.xyz/songcover-1ae12-cover.jpg,Kill Kill Kill Kill Kill,,Laur,Helloiamdaan & cerret,280.0,188,11.569188,12.30098,11.179444,3.0909462,"{'id': 7188, 'ssPredictedAcc': 0.97310877, 'ssPassRating': 10.358795, 'ssAccRating': 10.301011, 'ssTechRating': 2.86092, 'ssStars': 9.984432, 'fsPredictedAcc': 0.96365136, 'fsPassRating': 14.8425255, 'fsAccRating': 12.235028, 'fsTechRating': 2.9313457, 'fsStars': 13.627361, 'sfPredictedAcc': 0.95405924, 'sfPassRating': 21.76206, 'sfAccRating': 13.637274, 'sfTechRating': 2.945704, 'sfStars': 18.674528, 'bfsPredictedAcc': 0.9649275, 'bfsPassRating': 15.294988, 'bfsAccRating': 12.449484, 'bfsTechRating': 3.0967233, 'bfsStars': 14.069735, 'bsfPredictedAcc': 0.9582524, 'bsfPassRating': 19.803938, 'bsfAccRating': 13.55049, 'bsfTechRating': 3.215453, 'bsfStars': 17.492199}",ExpertPlus,Speed,11.569188,12.30098,11.179444,3.0909462
4044,fb51,fb,https://eu.cdn.beatsaver.com/35d58f383a4b13c385c37b4ed6ff6460b765c29a.jpg,https://cdn.assets.beatleader.xyz/songcover-fb-Kids.jpg,Kids,MGMT,BennyDaBeast,bennydabeast,123.0,271,4.3159213,1.7058471,6.3462415,4.3325176,"{'id': 9111, 'ssPredictedAcc': 0.98680544, 'ssPassRating': 1.3182372, 'ssAccRating': 6.0267196, 'ssTechRating': 3.3882854, 'ssStars': 3.8558142, 'fsPredictedAcc': 0.984144, 'fsPassRating': 2.2576933, 'fsAccRating': 7.0261636, 'fsTechRating': 5.0332594, 'fsStars': 5.0668535, 'sfPredictedAcc': 0.98160386, 'sfPassRating': 3.1574376, 'sfAccRating': 7.889497, 'sfTechRating': 6.19389, 'sfStars': 6.148226, 'bfsPredictedAcc': 0.9842353, 'bfsPassRating': 2.4680266, 'bfsAccRating': 6.890418, 'bfsTechRating': 6.779606, 'bfsStars': 5.260776, 'bsfPredictedAcc': 0.9818321, 'bsfPassRating': 3.4311898, 'bsfAccRating': 7.8066525, 'bsfTechRating': 8.229543, 'bsfStars': 6.4516706}",Hard,Accuracy,4.3159213,1.7058471,6.3462415,4.3325176
4045,fb71,fb,https://eu.cdn.beatsaver.com/35d58f383a4b13c385c37b4ed6ff6460b765c29a.jpg,https://cdn.assets.beatleader.xyz/songcover-fb-Kids.jpg,Kids,MGMT,BennyDaBeast,bennydabeast,123.0,271,5.067271,2.3417015,6.6985035,6.685505,"{'id': 9112, 'ssPredictedAcc': 0.9858017, 'ssPassRating': 1.836499, 'ssAccRating': 6.412748, 'ssTechRating': 5.4900265, 'ssStars': 4.553418, 'fsPredictedAcc': 0.98323524, 'fsPassRating': 3.0432827, 'fsAccRating': 7.3778887, 'fsTechRating': 7.632673, 'fsStars': 5.9171424, 'sfPredictedAcc': 0.9806927, 'sfPassRating': 4.1848364, 'sfAccRating': 8.238526, 'sfTechRating': 9.461759, 'sfStars': 7.2002153, 'bfsPredictedAcc': 0.9832476, 'bfsPassRating': 3.0235367, 'bfsAccRating': 7.2815704, 'bfsTechRating': 8.764628, 'bfsStars': 5.9956694, 'bsfPredictedAcc': 0.98071367, 'bsfPassRating': 4.112574, 'bsfAccRating': 8.230143, 'bsfTechRating': 10.28741, 'bsfStars': 7.2937093}",Expert,Tech,5.067271,2.3417015,6.6985035,6.685505
4050,39aa6xxxxx91,39aa6,https://na.cdn.beatsaver.com/4eadad68a4670db9779bfb86cb832f052670771d.jpg,https://cdn.assets.beatleader.xyz/songcover-39aa6xxxxx-full.webp,kickstand,,ericdoa,Parapass,126.0,132,10.506572,5.9133425,11.178583,11.032752,"{'id': 1216550, 'ssPredictedAcc': 0.97335345, 'ssPassRating': 4.7938714, 'ssAccRating': 10.610497, 'ssTechRating': 10.233366, 'ssStars': 9.5132, 'fsPredictedAcc': 0.9682943, 'fsPassRating': 7.4324975, 'fsAccRating': 11.832766, 'fsTechRating': 11.7685175, 'fsStars': 11.740858, 'sfPredictedAcc': 0.96383286, 'sfPassRating': 10.136545, 'sfAccRating': 12.6541195, 'sfTechRating': 12.951408, 'sfStars': 13.723323, 'bfsPredictedAcc': 0.9684357, 'bfsPassRating': 7.402886, 'bfsAccRating': 11.801712, 'bfsTechRating': 11.721631, 'bfsStars': 11.694173, 'bsfPredictedAcc': 0.96456856, 'bsfPassRating': 9.728201, 'bsfAccRating': 12.515847, 'bsfTechRating': 12.429669, 'bsfStars': 13.342361}",ExpertPlus,Tech,10.506572,5.9133425,11.178583,11.032752
4055,130c051,130c0,https://eu.cdn.beatsaver.com/b382b98737514c6d5d02debf02b67e0d1d566160.jpg,https://cdn.assets.beatleader.xyz/songcover-130c0-cover.jpg,Kick To The Sky,,Kobaryo,Helloiamdaan,294.0,177,5.397754,3.7792866,7.309418,2.8086882,"{'id': 6390, 'ssPredictedAcc': 0.98552835, 'ssPassRating': 3.0196865, 'ssAccRating': 6.666243, 'ssTechRating': 2.3300412, 'ssStars': 4.6419644, 'fsPredictedAcc': 0.98108655, 'fsPassRating': 4.801833, 'fsAccRating': 8.324227, 'fsTechRating': 2.9263463, 'fsStars': 6.499382, 'sfPredictedAcc': 0.9763415, 'sfPassRating': 6.4353614, 'sfAccRating': 9.926937, 'sfTechRating': 3.2179735, 'sfStars': 8.362549, 'bfsPredictedAcc': 0.9818807, 'bfsPassRating': 4.8913746, 'bfsAccRating': 7.789229, 'bfsTechRating': 3.001702, 'bfsStars': 6.1113076, 'bsfPredictedAcc': 0.9787182, 'bsfPassRating': 6.6424847, 'bsfAccRating': 8.930132, 'bsfTechRating': 3.4061682, 'bsfStars': 7.6207647}",Hard,Midspeed,5.397754,3.7792866,7.309418,2.8086882
4056,130c071,130c0,https://eu.cdn.beatsaver.com/b382b98737514c6d5d02debf02b67e0d1d566160.jpg,https://cdn.assets.beatleader.xyz/songcover-130c0-cover.jpg,Kick To The Sky,,Kobaryo,Helloiamdaan,294.0,177,8.03141,8.610189,8.621256,3.595364,"{'id': 6391, 'ssPredictedAcc': 0.9824714, 'ssPassRating': 7.153856, 'ssAccRating': 7.665828, 'ssTechRating': 3.2747128, 'ssStars': 6.7271166, 'fsPredictedAcc': 0.97553545, 'fsPassRating': 10.512297, 'fsAccRating': 9.986315, 'fsTechRating': 3.4941766, 'fsStars': 9.864665, 'sfPredictedAcc': 0.96830624, 'sfPassRating': 14.898796, 'sfAccRating': 11.830142, 'sfTechRating': 3.5579479, 'sfStars': 13.376608, 'bfsPredictedAcc': 0.9764785, 'bfsPassRating': 10.879699, 'bfsAccRating': 9.675298, 'bfsTechRating': 3.6429365, 'bfsStars': 9.752438, 'bsfPredictedAcc': 0.9712827, 'bsfPassRating': 14.199957, 'bsfAccRating': 11.15019, 'bsfTechRating': 3.828268, 'bsfStars': 12.47105}",Expert,Midspeed,8.03141,8.610189,8.621256,3.595364
4058,130c091,130c0,https://eu.cdn.beatsaver.com/b382b98737514c6d5d02debf02b67e0d1d566160.jpg,https://cdn.assets.beatleader.xyz/songcover-130c0-cover.jpg,Kick To The Sky,,Kobaryo,Helloiamdaan,294.0,177,11.034456,10.613307,11.352967,2.948024,"{'id': 6392, 'ssPredictedAcc': 0.9756575, 'ssPassRating': 8.888555, 'ssAccRating': 10.289906, 'ssTechRating': 2.7014506, 'ssStars': 9.417273, 'fsPredictedAcc': 0.9665024, 'fsPassRating': 12.86092, 'fsAccRating': 12.588433, 'fsTechRating': 2.806826, 'fsStars': 13.06159, 'sfPredictedAcc': 0.95757025, 'sfPassRating': 18.569105, 'sfAccRating': 14.1284075, 'sfTechRating': 2.8320265, 'sfStars': 17.320477, 'bfsPredictedAcc': 0.96770656, 'bfsPassRating': 13.245111, 'bfsAccRating': 11.958511, 'bfsTechRating': 2.9226918, 'bfsStars': 12.6562395, 'bsfPredictedAcc': 0.96144253, 'bsfPassRating': 17.179558, 'bsfAccRating': 13.053906, 'bsfTechRating': 3.0435786, 'bsfStars': 15.56462}",ExpertPlus,Speed,11.034456,10.613307,11.352967,2.948024
4061,2ad5411,2ad54,https://eu.cdn.beatsaver.com/0e173d98da9dcb1804fc5a6d0c3e1300f0ce2cc3.jpg,https://cdn.assets.beatleader.xyz/songcover-2ad54-cover.png,KICK BACK,(TV Size),Kenshi Yonezu,CookedChili,204.0,88,2.7179213,1.2803354,4.793375,1.0575547,"{'id': 8152, 'ssPredictedAcc': 0.9909332, 'ssPassRating': 0.9797929, 'ssAccRating': 4.5147924, 'ssTechRating': 0.76138794, 'ssStars': 2.4236271, 'fsPredictedAcc': 0.9891964, 'fsPassRating': 1.7118902, 'fsAccRating': 5.138171, 'fsTechRating': 1.1870799, 'fsStars': 3.0740056, 'sfPredictedAcc': 0.9874144, 'sfPassRating': 2.4247947, 'sfAccRating': 5.6844645, 'sfTechRating': 1.5043211, 'sfStars': 3.6712394, 'bfsPredictedAcc': 0.9894385, 'bfsPassRating': 1.7101955, 'bfsAccRating': 4.9106717, 'bfsTechRating': 1.187732, 'bfsStars': 2.921492, 'bsfPredictedAcc': 0.98806846, 'bsfPassRating': 2.4007084, 'bsfAccRating': 5.4385476, 'bsfTechRating': 1.5042804, 'bsfStars': 3.4936955}",Easy,Accuracy,2.7179213,1.2803354,4.793375,1.0575547
4062,2ad5431,2ad54,https://eu.cdn.beatsaver.com/0e173d98da9dcb1804fc5a6d0c3e1300f0ce2cc3.jpg,https://cdn.assets.beatleader.xyz/songcover-2ad54-cover.png,KICK BACK,(TV Size),Kenshi Yonezu,CookedChili,204.0,88,3.4595416,2.0181258,5.476944,1.8031622,"{'id': 8153, 'ssPredictedAcc': 0.98937184, 'ssPassRating': 1.5663453, 'ssAccRating': 5.076644, 'ssTechRating': 1.3758533, 'ssStars': 3.0179393, 'fsPredictedAcc': 0.9867421, 'fsPassRating': 2.6518548, 'fsAccRating': 6.049679, 'fsTechRating': 1.9825332, 'fsStars': 4.0499797, 'sfPredictedAcc': 0.98417187, 'sfPassRating': 3.670135, 'sfAccRating': 6.9142585, 'sfTechRating': 2.372114, 'sfStars': 5.0080285, 'bfsPredictedAcc': 0.9870911, 'bfsPassRating': 2.6289399, 'bfsAccRating': 5.79725, 'bfsTechRating': 1.9736226, 'bfsStars': 3.862885, 'bsfPredictedAcc': 0.9851614, 'bsfPassRating': 3.6079948, 'bsfAccRating': 6.559981, 'bsfTechRating': 2.3631787, 'bsfStars': 4.7250743}",Normal,Accuracy,3.4595416,2.0181258,5.476944,1.8031622
4063,2ad5451,2ad54,https://eu.cdn.beatsaver.com/0e173d98da9dcb1804fc5a6d0c3e1300f0ce2cc3.jpg,https://cdn.assets.beatleader.xyz/songcover-2ad54-cover.png,KICK BACK,(TV Size),Kenshi Yonezu,CookedChili,204.0,88,4.1934047,2.624421,6.178355,2.430305,"{'id': 8154, 'ssPredictedAcc': 0.9877, 'ssPassRating': 2.0552113, 'ssAccRating': 5.7205715, 'ssTechRating': 1.9236772, 'ssStars': 3.6537569, 'fsPredictedAcc': 0.98435694, 'fsPassRating': 3.4117644, 'fsAccRating': 6.948629, 'fsTechRating': 2.630938, 'fsStars': 4.9987903, 'sfPredictedAcc': 0.9808685, 'sfPassRating': 4.657442, 'sfAccRating': 8.168788, 'sfTechRating': 3.0395052, 'sfStars': 6.3496876, 'bfsPredictedAcc': 0.98481226, 'bfsPassRating': 3.3750556, 'bfsAccRating': 6.6807675, 'bfsTechRating': 2.615764, 'bfsStars': 4.78623, 'bsfPredictedAcc': 0.98221827, 'bsfPassRating': 4.5697165, 'bsfAccRating': 7.6703777, 'bsfTechRating': 3.0255053, 'bsfStars': 5.929195}",Hard,Accuracy,4.1934047,2.624421,6.178355,2.430305
4064,2ad5471,2ad54,https://eu.cdn.beatsaver.com/0e173d98da9dcb1804fc5a6d0c3e1300f0ce2cc3.jpg,https://cdn.assets.beatleader.xyz/songcover-2ad54-cover.png,KICK BACK,(TV Size),Kenshi Yonezu,CookedChili,204.0,88,5.019431,3.662469,6.7857146,3.1860847,"{'id': 8155, 'ssPredictedAcc': 0.98648226, 'ssPassRating': 2.9107394, 'ssAccRating': 6.1457267, 'ssTechRating': 2.6424572, 'ssStars': 4.272757, 'fsPredictedAcc': 0.98223674, 'fsPassRating': 4.6814713, 'fsAccRating': 7.743711, 'fsTechRating': 3.355794, 'fsStars': 6.065323, 'sfPredictedAcc': 0.97789407, 'sfPassRating': 6.3022523, 'sfAccRating': 9.234623, 'sfTechRating': 3.7084186, 'sfStars': 7.812356, 'bfsPredictedAcc': 0.9827303, 'bfsPassRating': 4.637697, 'bfsAccRating': 7.496856, 'bfsTechRating': 3.333566, 'bfsStars': 5.8562083, 'bsfPredictedAcc': 0.9793894, 'bsfPassRating': 6.1879015, 'bsfAccRating': 8.696604, 'bsfTechRating': 3.710002, 'bsfStars': 7.331367}",Expert,Midspeed,5.019431,3.662469,6.7857146,3.1860847
4065,2ad5491,2ad54,https://eu.cdn.beatsaver.com/0e173d98da9dcb1804fc5a6d0c3e1300f0ce2cc3.jpg,https://cdn.assets.beatleader.xyz/songcover-2ad54-cover.png,KICK BACK,(TV Size),Kenshi Yonezu,CookedChili,204.0,88,6.0154943,4.5227137,7.703012,3.5507402,"{'id': 8156, 'ssPredictedAcc': 0.98445064, 'ssPassRating': 3.633878, 'ssAccRating': 6.915068, 'ssTechRating': 3.029501, 'ssStars': 5.0879917, 'fsPredictedAcc': 0.97918063, 'fsPassRating': 5.712388, 'fsAccRating': 8.810142, 'fsTechRating': 3.665526, 'fsStars': 7.2722683, 'sfPredictedAcc': 0.97397023, 'sfPassRating': 7.772861, 'sfAccRating': 10.432073, 'sfTechRating': 3.9471138, 'sfStars': 9.350174, 'bfsPredictedAcc': 0.9797562, 'bfsPassRating': 5.648828, 'bfsAccRating': 8.5741, 'bfsTechRating': 3.6479135, 'bfsStars': 7.0573545, 'bsfPredictedAcc': 0.9757397, 'bsfPassRating': 7.5751348, 'bsfAccRating': 9.9172735, 'bsfTechRating': 4.030493, 'bsfStars': 8.851595}",ExpertPlus,Midspeed,6.0154943,4.5227137,7.703012,3.5507402
4069,3cf75xxxxxxx71,3cf75,https://cdn.beatsaver.com/ae5668b473b520dac9296538bacefcede1de1a71.jpg,https://cdn.assets.beatleader.xyz/songcover-3cf75xxxxxxx-full.webp,keep out!,,crafter2011,UglyApe,105.0,84,10.325531,6.1882405,11.314975,8.574503,"{'id': 1249556, 'ssPredictedAcc': 0.9728188, 'ssPassRating': 5.058386, 'ssAccRating': 10.770169, 'ssTechRating': 8.0097065, 'ssStars': 9.387928, 'fsPredictedAcc': 0.9678818, 'fsPassRating': 7.8899293, 'fsAccRating': 11.924342, 'fsTechRating': 9.308714, 'fsStars': 11.582886, 'sfPredictedAcc': 0.9636004, 'sfPassRating': 10.695972, 'sfAccRating': 12.698449, 'sfTechRating': 10.242832, 'sfStars': 13.5274105, 'bfsPredictedAcc': 0.96816766, 'bfsPassRating': 7.744104, 'bfsAccRating': 11.8607435, 'bfsTechRating': 9.136665, 'bfsStars': 11.444506, 'bsfPredictedAcc': 0.9647318, 'bsfPassRating': 10.2277155, 'bsfAccRating': 12.485576, 'bsfTechRating': 9.794414, 'bsfStars': 13.063577}",Expert,Tech,10.325531,6.1882405,11.314975,8.574503
4075,3cf75xxxxxxx91,3cf75,https://cdn.beatsaver.com/ae5668b473b520dac9296538bacefcede1de1a71.jpg,https://cdn.assets.beatleader.xyz/songcover-3cf75xxxxxxx-full.webp,keep out!,,crafter2011,UglyApe,105.0,84,10.418789,6.902383,10.419311,12.631741,"{'id': 1249557, 'ssPredictedAcc': 0.9756315, 'ssPassRating': 5.6733637, 'ssAccRating': 9.953739, 'ssTechRating': 11.928611, 'ssStars': 9.488469, 'fsPredictedAcc': 0.9717267, 'fsPassRating': 8.863549, 'fsAccRating': 11.0379925, 'fsTechRating': 13.737064, 'fsStars': 11.85574, 'sfPredictedAcc': 0.9675602, 'sfPassRating': 12.004612, 'sfAccRating': 11.983403, 'sfTechRating': 15.013433, 'sfStars': 14.205908, 'bfsPredictedAcc': 0.97205514, 'bfsPassRating': 8.693096, 'bfsAccRating': 10.956432, 'bfsTechRating': 13.47289, 'bfsStars': 11.674445, 'bsfPredictedAcc': 0.9689007, 'bsfPassRating': 11.458948, 'bsfAccRating': 11.700681, 'bsfTechRating': 14.331004, 'bsfStars': 13.59073}",ExpertPlus,Tech,10.418789,6.902383,10.419311,12.631741
4080,3cf75xxxxxxx92,3cf75,https://cdn.beatsaver.com/ae5668b473b520dac9296538bacefcede1de1a71.jpg,https://cdn.assets.beatleader.xyz/songcover-3cf75xxxxxxx-full.webp,keep out!,,crafter2011,UglyApe,105.0,84,11.152076,6.888543,11.648787,10.362567,"{'id': 1249558, 'ssPredictedAcc': 0.971452, 'ssPassRating': 5.706348, 'ssAccRating': 11.107151, 'ssTechRating': 9.809522, 'ssStars': 10.178539, 'fsPredictedAcc': 0.9664347, 'fsPassRating': 8.683062, 'fsAccRating': 12.178306, 'fsTechRating': 11.127538, 'fsStars': 12.408133, 'sfPredictedAcc': 0.962664, 'sfPassRating': 11.661501, 'sfAccRating': 12.873275, 'sfTechRating': 12.136483, 'sfStars': 14.417771, 'bfsPredictedAcc': 0.9663073, 'bfsPassRating': 8.522577, 'bfsAccRating': 12.200785, 'bfsTechRating': 10.921873, 'bfsStars': 12.335035, 'bsfPredictedAcc': 0.9626857, 'bsfPassRating': 11.150974, 'bsfAccRating': 12.870107, 'bsfTechRating': 11.605163, 'bsfStars': 14.109894}",ExpertPlus,Tech,11.152076,6.888543,11.648787,10.362567
4083,2b2b891,2b2b8,https://eu.cdn.beatsaver.com/bd37a8843defda6f5c739da5abab3f224e39fd7d.jpg,https://cdn.assets.beatleader.xyz/songcover-2b2b8-cover.jpg,kawaii speedcore 654,,XH (feat. KYURO3),Anammelech & Amverial,327.0,321,13.08103,13.018524,12.307591,4.0828485,"{'id': 8164, 'ssPredictedAcc': 0.9700214, 'ssPassRating': 10.947034, 'ssAccRating': 11.464157, 'ssTechRating': 3.8328934, 'ssStars': 11.409078, 'fsPredictedAcc': 0.9590605, 'fsPassRating': 15.725203, 'fsAccRating': 13.421154, 'fsTechRating': 3.911928, 'fsStars': 15.354476, 'sfPredictedAcc': 0.9484541, 'sfPassRating': 23.24751, 'sfAccRating': 14.908337, 'sfTechRating': 3.9265685, 'sfStars': 21.103804, 'bfsPredictedAcc': 0.9605561, 'bfsPassRating': 15.903437, 'bfsAccRating': 13.188196, 'bfsTechRating': 4.091241, 'bfsStars': 15.245455, 'bsfPredictedAcc': 0.95313483, 'bsfPassRating': 20.578253, 'bsfAccRating': 14.277338, 'bsfTechRating': 4.239024, 'bsfStars': 18.860796}",ExpertPlus,Speed,13.08103,13.018524,12.307591,4.0828485
4085,179eb91,179eb,https://eu.cdn.beatsaver.com/925cce915bd9bbb655fb375959bd5a81ed992ab7.jpg,https://cdn.assets.beatleader.xyz/songcover-179eb-cover.jpg,kannabis kultivation,,Camellia,AlphaComplex,294.0,441,11.515671,11.911702,10.866059,5.4697914,"{'id': 6746, 'ssPredictedAcc': 0.972506, 'ssPassRating': 9.986819, 'ssAccRating': 10.122102, 'ssTechRating': 5.1783953, 'ssStars': 10.0568695, 'fsPredictedAcc': 0.9641065, 'fsPassRating': 14.420986, 'fsAccRating': 11.760754, 'fsTechRating': 5.3227835, 'fsStars': 13.393859, 'sfPredictedAcc': 0.95592093, 'sfPassRating': 21.116661, 'sfAccRating': 12.952926, 'sfTechRating': 5.352588, 'sfStars': 18.033802, 'bfsPredictedAcc': 0.9649387, 'bfsPassRating': 14.184097, 'bfsAccRating': 12.447418, 'bfsTechRating': 5.449739, 'bfsStars': 13.960428, 'bsfPredictedAcc': 0.95882016, 'bsfPassRating': 18.339838, 'bsfAccRating': 13.45936, 'bsfTechRating': 5.6467495, 'bsfStars': 17.034092}",ExpertPlus,Speed,11.515671,11.911702,10.866059,5.4697914
4088,2dcabxx91,2dcab,https://eu.cdn.beatsaver.com/f34cb0c026e744f87abe07357bc0b29f62bbe197.jpg,https://cdn.assets.beatleader.xyz/songcover-2dcabxx-kaibutsucover.jpeg,Kaibutsu Dance,,Yuta Imai,Hener,200.0,189,10.957609,7.5259686,11.449027,8.912528,"{'id': 8327, 'ssPredictedAcc': 0.9722941, 'ssPassRating': 6.157604, 'ssAccRating': 10.89785, 'ssTechRating': 8.322031, 'ssStars': 9.905738, 'fsPredictedAcc': 0.9666507, 'fsPassRating': 9.319961, 'fsAccRating': 12.140411, 'fsTechRating': 9.107446, 'fsStars': 12.275286, 'sfPredictedAcc': 0.9606916, 'sfPassRating': 13.18735, 'sfAccRating': 13.167495, 'sfTechRating': 9.92302, 'sfStars': 14.97931, 'bfsPredictedAcc': 0.96718425, 'bfsPassRating': 9.06095, 'bfsAccRating': 12.04781, 'bfsTechRating': 9.143138, 'bfsStars': 12.098055, 'bsfPredictedAcc': 0.9627429, 'bsfPassRating': 11.952983, 'bsfAccRating': 12.8617735, 'bsfTechRating': 9.695868, 'bsfStars': 14.109007}",ExpertPlus,Tech,10.957609,7.5259686,11.449027,8.912528
4090,1b15551,1b155,https://eu.cdn.beatsaver.com/0b777de2c3fecd1e6c926ea710735b2647609c29.jpg,https://cdn.assets.beatleader.xyz/songcover-1b155-cover.jpg,Kabul,,Soltan,Khenab,150.0,228,5.0170975,3.1447103,6.9245977,3.4354734,"{'id': 7209, 'ssPredictedAcc': 0.98598254, 'ssPassRating': 2.478644, 'ssAccRating': 6.339508, 'ssTechRating': 2.8096366, 'ssStars': 4.321172, 'fsPredictedAcc': 0.98213637, 'fsPassRating': 4.0565305, 'fsAccRating': 7.7775197, 'fsTechRating': 3.698223, 'fsStars': 5.962217, 'sfPredictedAcc': 0.97838134, 'sfPassRating': 5.483425, 'sfAccRating': 9.052143, 'sfTechRating': 4.170316, 'sfStars': 7.47646, 'bfsPredictedAcc': 0.9824939, 'bfsPassRating': 4.0398993, 'bfsAccRating': 7.575995, 'bfsTechRating': 3.6854448, 'bfsStars': 5.7982583, 'bsfPredictedAcc': 0.97952616, 'bsfPassRating': 5.4115233, 'bsfAccRating': 8.650531, 'bsfTechRating': 4.1562905, 'bsfStars': 7.122732}",Hard,Midspeed,5.0170975,3.1447103,6.9245977,3.4354734
4091,1b15571,1b155,https://eu.cdn.beatsaver.com/0b777de2c3fecd1e6c926ea710735b2647609c29.jpg,https://cdn.assets.beatleader.xyz/songcover-1b155-cover.jpg,Kabul,,Soltan,Khenab,150.0,228,7.034901,3.6198046,9.192518,4.168628,"{'id': 7210, 'ssPredictedAcc': 0.9802347, 'ssPassRating': 2.8598025, 'ssAccRating': 8.474035, 'ssTechRating': 3.4819107, 'ssStars': 6.139457, 'fsPredictedAcc': 0.9748991, 'fsPassRating': 4.655942, 'fsAccRating': 10.17442, 'fsTechRating': 4.4582515, 'fsStars': 8.203429, 'sfPredictedAcc': 0.9696558, 'sfPassRating': 6.3102202, 'sfAccRating': 11.540261, 'sfTechRating': 4.9394665, 'sfStars': 9.986152, 'bfsPredictedAcc': 0.9754407, 'bfsPassRating': 4.6071625, 'bfsAccRating': 10.018682, 'bfsTechRating': 4.480112, 'bfsStars': 8.060648, 'bsfPredictedAcc': 0.97139484, 'bsfPassRating': 6.229521, 'bsfAccRating': 11.121653, 'bsfTechRating': 5.031572, 'bsfStars': 9.606077}",Expert,Midspeed,7.034901,3.6198046,9.192518,4.168628
4093,1b15591,1b155,https://eu.cdn.beatsaver.com/0b777de2c3fecd1e6c926ea710735b2647609c29.jpg,https://cdn.assets.beatleader.xyz/songcover-1b155-cover.jpg,Kabul,,Soltan,Khenab,150.0,228,9.516282,7.937209,10.358094,5.05965,"{'id': 7211, 'ssPredictedAcc': 0.976817, 'ssPassRating': 6.5376964, 'ssAccRating': 9.579827, 'ssTechRating': 4.638805, 'ssStars': 8.31784, 'fsPredictedAcc': 0.9703403, 'fsPassRating': 9.765708, 'fsAccRating': 11.396082, 'fsTechRating': 5.0218544, 'fsStars': 11.089064, 'sfPredictedAcc': 0.96370625, 'sfPassRating': 13.808459, 'sfAccRating': 12.678219, 'sfTechRating': 5.137589, 'sfStars': 13.958067, 'bfsPredictedAcc': 0.97102743, 'bfsPassRating': 9.700702, 'bfsAccRating': 11.215753, 'bfsTechRating': 5.090098, 'bfsStars': 10.913029, 'bsfPredictedAcc': 0.96615285, 'bsfPassRating': 12.695402, 'bsfAccRating': 12.228122, 'bsfTechRating': 5.3595915, 'bsfStars': 13.083945}",ExpertPlus,Midspeed,9.516282,7.937209,10.358094,5.05965
4094,12ab331,12ab3,https://eu.cdn.beatsaver.com/174866667bacba128e54ad5cb58077a46456303b.jpg,https://cdn.assets.beatleader.xyz/songcover-12ab3-cover.jpg,Just the Way You Are,,Pierce The Veil,Uninstaller,216.0,225,3.8232694,1.677127,6.066501,2.132758,"{'id': 6288, 'ssPredictedAcc': 0.9883303, 'ssPassRating': 1.2971069, 'ssAccRating': 5.731618, 'ssTechRating': 1.6174574, 'ssStars': 3.4207318, 'fsPredictedAcc': 0.98616976, 'fsPassRating': 2.2140758, 'fsAccRating': 6.5702167, 'fsTechRating': 2.402191, 'fsStars': 4.364976, 'sfPredictedAcc': 0.98371434, 'sfPassRating': 3.0851464, 'sfAccRating': 7.436253, 'sfTechRating': 2.9403768, 'sfStars': 5.3212686, 'bfsPredictedAcc': 0.9865041, 'bfsPassRating': 2.187364, 'bfsAccRating': 6.013927, 'bfsTechRating': 2.387926, 'bfsStars': 3.9547446, 'bsfPredictedAcc': 0.98467714, 'bsfPassRating': 3.0252056, 'bsfAccRating': 6.728718, 'bsfTechRating': 2.9273212, 'bsfStars': 4.7695737}",Normal,Accuracy,3.8232694,1.677127,6.066501,2.132758
4095,12ab351,12ab3,https://eu.cdn.beatsaver.com/174866667bacba128e54ad5cb58077a46456303b.jpg,https://cdn.assets.beatleader.xyz/songcover-12ab3-cover.jpg,Just the Way You Are,,Pierce The Veil,Uninstaller,216.0,225,5.1587224,2.514261,7.44565,2.8531208,"{'id': 6289, 'ssPredictedAcc': 0.9844091, 'ssPassRating': 1.9701229, 'ssAccRating': 6.9299073, 'ssTechRating': 2.2681103, 'ssStars': 4.5443945, 'fsPredictedAcc': 0.9810756, 'fsPassRating': 3.2664773, 'fsAccRating': 8.15418, 'fsTechRating': 3.1207142, 'fsStars': 5.9524884, 'sfPredictedAcc': 0.97770864, 'sfPassRating': 4.456357, 'sfAccRating': 9.297583, 'sfTechRating': 3.6226428, 'sfStars': 7.2878647, 'bfsPredictedAcc': 0.9815314, 'bfsPassRating': 3.2563465, 'bfsAccRating': 7.9161673, 'bfsTechRating': 3.1146126, 'bfsStars': 5.762968, 'bsfPredictedAcc': 0.9791047, 'bsfPassRating': 4.405906, 'bsfAccRating': 8.794175, 'bsfTechRating': 3.6163602, 'bsfStars': 6.861533}",Hard,Midspeed,5.1587224,2.514261,7.44565,2.8531208
